,full_name,swim_time_formatted,meet_name,swim_date
2720,"Tapp, Hunter","=""50.75""","=""2018 Summer Nationals""","=""7/25/2018"""
2721,"Theall, Mark","=""50.75""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
2724,"Baker, Ryan","=""50.76""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
2730,"Foster, Carson","=""50.76""","=""2017 Summer Nationals""","=""6/27/2017"""
2732,"Hensley, Noah","=""50.76""","=""2018 NC TAC TITANS July Qualif""","=""7/7/2018"""
2739,"Pebley, Jacob","=""50.76""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
2741,"Robrock, Kyle","=""50.76""","=""54th Annual Mel Zajac Jr. Inte""","=""5/28/2017"""
2748,"Alexy, Jack","=""50.77""","=""2019 Pro Series - Clovis""","=""6/15/2019"""
2753,"Connolly, Alec","=""50.77""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
2754,"Farber, Sid","=""50.77""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
2761,"Marcoux, Philippe","=""50.77""","=""2019 Canadian Swimming Trials""","=""4/4/2019"""
2766,"Alexy, Jack","=""50.78""","=""2021 TYR 18&U Spring Cup Orlando""","=""5/2/2021"""
2770,"Farris, Dean","=""50.78""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
2772,"Jackson, Tate","=""50.78""","=""2020 NC TAC TITANS Oct LCM ""","=""10/3/2020"""
2779,"Seliskar, Andrew","=""50.78""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
2782,"Albiero, Nicolas","=""50.79""","=""2019 KY CARD Derby Invite""","=""4/27/2019"""
2785,"Bresette, Liam","=""50.79""","=""2019 CA MVN SMOC""","=""6/21/2019"""
2786,"Bustos, Arsenio","=""50.79""","=""2019 CT Senior Championship LC""","=""7/21/2019"""
2792,"Haas, Townley","=""50.79""","=""2016 LCM IU - FLorida - Texas""","=""10/21/2016"""
2798,"Lile, Nathan","=""50.79""","=""2020 Toyota Greensboro""","=""11/14/2020"""
2805,"Willenbring, Matt","=""50.79""","=""2018 Sectionals - Austin""","=""7/12/2018"""
2809,"Bustos, Arsenio","=""50.80""","=""2021 Pro Series - Richmond""","=""1/17/2021"""
2810,"Chadwick, Michael","=""50.80""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
2819,"Modrov, Drew","=""50.80""","=""2016 MR LIAC Speedo Long Island Challenge""","=""4/23/2016"""
2821,"Sorenson, Payton","=""50.80""","=""2018 Winter Nationals""","=""12/1/2018"""
2830,"Franzman, Jack","=""50.81""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
2832,"Haas, Townley","=""50.81""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
2839,"Ress, Justin","=""50.81""","=""2016 Atlanta Classic Swim Meet""","=""5/15/2016"""
2840,"Smith, Giles","=""50.81""","=""2019 U.S. Open""","=""12/7/2019"""
2841,"Smith, Kieran","=""50.81""","=""2019 GA Atlanta Classic Swim Meet""","=""5/19/2019"""
2845,"Baker, Ryan","=""50.82""","=""2017 NC GCY Sprint and Distanc""","=""6/10/2017"""
2849,"Bybee, Cody","=""50.82""","=""2018 Summer Nationals""","=""7/25/2018"""
2853,"Hoffer, Ryan","=""50.82""","=""2020 UCSD vs Cal Men (LCM)""","=""2/8/2020"""
2854,"Ingram, Hunter","=""50.82""","=""2019 Minnesota Aquatics LC ""","=""12/8/2019"""
2862,"Austin, Matthew","=""50.83""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
2863,"Baker, Ryan","=""50.83""","=""2017 Summer Nationals""","=""6/27/2017"""
2864,"Benson, Andrew","=""50.83""","=""2021 WI WEST April LC Opener""","=""4/24/2021"""
2868,"Bureau, Lucas","=""50.83""","=""2018 Winter Nationals""","=""12/1/2018"""
2869,"Chadwick, Michael","=""50.83""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
2870,"Chaney, Adam","=""50.83""","=""2021 FL UANA Tokyo Qualifier""","=""5/2/2021"""
2871,"Connolly, Alec","=""50.83""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
2872,"Delakis, Paul","=""50.83""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2876,"Koster, Adam","=""50.83""","=""2017 NT LAC Bill Nixon""","=""6/17/2017"""
2879,"Lynch, Justin","=""50.83""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2883,"Rooney, Maxime","=""50.83""","=""2016 PC SCSC Summer SuperLeague""","=""7/16/2016"""
2886,"Tosh, Caleb","=""50.83""","=""2017 Summer National Champs TT""","=""6/28/2017"""
2892,"Casas, Shaine","=""50.84""","=""2017 Summer Junior Nats""","=""8/9/2017"""
2901,"Hoover, Sam","=""50.84""","=""2021 TYR 18&U Spring Cup Orlando""","=""5/2/2021"""
2902,"Kibler, Drew","=""50.84""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
2904,"Magahey, Jake","=""50.84""","=""2019 GA Bulldog Grand Slam""","=""6/23/2019"""
2908,"Modrov, Drew","=""50.84""","=""2016 Sectionals - Buffalo""","=""4/3/2016"""
2912,"Reid, Noah","=""50.84""","=""2019 CA  Los Angeles Invite""","=""7/12/2019"""
2915,"Surhoff, Austin","=""50.84""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
2917,"Theall, Mark","=""50.84""","=""2019 GU AGS LC Invite""","=""4/6/2019"""
2922,"Adrian, Nathan","=""50.85""","=""2017 CA TYR/MVN Fran Crippen ""","=""4/28/2017"""
2924,"Carlson, Evan","=""50.85""","=""2019 Summer Nationals""","=""7/31/2019"""
2928,"Haas, Townley","=""50.85""","=""2017 GU AGS Texas Senior Circuit ""","=""6/8/2017"""
2929,"Held, Ryan","=""50.85""","=""2017 NC LC SR Championships""","=""7/23/2017"""
2931,"Jackson, Tate","=""50.85""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
2933,"Modrov, Drew","=""50.85""","=""2016 MR Senior Mets Winter Championships""","=""2/21/2016"""
2941,"Bureau, Lucas","=""50.86""","=""2016 NC AP ACC LC Time Trials""","=""2/28/2016"""
2946,"Kibler, Drew","=""50.86""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
2948,"Lasco, Destin","=""50.86""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
2954,"O'Haimhirgin, Finn","=""50.86""","=""2019 Summer Junior Nats""","=""8/7/2019"""
2957,"Richardson, Steven","=""50.86""","=""2019 U.S. Open""","=""12/7/2019"""
2961,"Shields, Tom","=""50.86""","=""2021 PC CAL Spring Classic""","=""4/24/2021"""
2962,"Smith, Giles","=""50.86""","=""2019 Summer Nationals""","=""7/31/2019"""
2966,"Wilburn, Cason","=""50.86""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
2967,"Andrew, Michael","=""50.87""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
2969,"Franzman, Jack","=""50.87""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
2970,"Grothe, Zane","=""50.87""","=""2017 IN IU Bucceto Open""","=""6/2/2017"""
2975,"Krueger, Daniel","=""50.87""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
2976,"Larson, Peter","=""50.87""","=""Irish Open Swimming Championsh""","=""4/5/2018"""
2977,"Loy, Drew","=""50.87""","=""2018 OH OSSC Spring into Summe""","=""6/2/2018"""
2979,"Miller, Luke","=""50.87""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
2980,"Molacek, Jacob","=""50.87""","=""2019 U.S. Open""","=""12/7/2019"""
2981,"Murphy, Ryan","=""50.87""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
2986,"Tittle, Mason","=""50.87""","=""2019 Time Trials - National Ch""","=""8/3/2019"""
2993,"Fleagle, Josh","=""50.88""","=""2016 IN BA Early Bird Senior I""","=""5/22/2016"""
3000,"Hoover, Sam","=""50.88""","=""2019 Summer Junior Nats""","=""8/7/2019"""
3001,"Kibler, Drew","=""50.88""","=""2016 IN BA Early Bird Senior I""","=""5/22/2016"""
3002,"Koster, Adam","=""50.88""","=""2017 NT LAC Bill Nixon""","=""6/17/2017"""
3005,"Newkirk, Jeff","=""50.88""","=""2021 Pro Series - Richmond""","=""1/17/2021"""
3006,"Richardson, Steven","=""50.88""","=""2019 Sectionals - College Station""","=""3/1/2019"""
3010,"Vera, Blaise","=""50.88""","=""2017 Summer National Champs TT""","=""6/28/2017"""
3013,"Wright, River","=""50.88""","=""2019 Summer Nationals""","=""7/31/2019"""
3018,"Benson, Andrew","=""50.89""","=""2019 U.S. Open""","=""12/7/2019"""
3022,"Dolan, Jack","=""50.89""","=""2019 Summer Nationals""","=""7/31/2019"""
3023,"Dolan, Jack","=""50.89""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
3024,"Eastman, Michael","=""50.89""","=""2019 SE Volunteer Invitational""","=""7/12/2019"""
3027,"Head, Jason","=""50.89""","=""2019 Summer Nationals""","=""7/31/2019"""
3029,"Jackson, Tate","=""50.89""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
3031,"Larson, Peter","=""50.89""","=""Irish Open Swimming Championsh""","=""4/5/2018"""
3035,"Lynch, Justin","=""50.89""","=""2016 CA MVN Fran Crippen Swim Meet of Champions""","=""4/29/2016"""
3036,"Modrov, Drew","=""50.89""","=""2018 Sectionals - Buffalo""","=""3/25/2018"""
3039,"Pinfold, Brett","=""50.89""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
3046,"Carlson, Evan","=""50.90""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
3052,"Murphy, Ryan","=""50.90""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
3053,"Pebley, Jacob","=""50.90""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
3054,"Schilling, Sam","=""50.90""","=""2018 MN WOLF LCM State Champs""","=""7/28/2018"""
3060,"Brownstead, Matt","=""50.91""","=""2019 U.S. Open""","=""12/7/2019"""
3068,"Lasco, Destin","=""50.91""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
3074,"Tapp, Hunter","=""50.91""","=""2019 Sectionals - Indianapolis""","=""3/31/2019"""
3075,"Tapp, Hunter","=""50.91""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
3077,"Bowman, Luke","=""50.92""","=""2019 NT American Long Course""","=""7/25/2019"""
3079,"Connolly, Alec","=""50.92""","=""2018 SE TNAQ June Invite""","=""6/15/2018"""
3081,"Franzman, Jack","=""50.92""","=""2019 Pro Series - Bloomington""","=""5/17/2019"""
3082,"Grevers, Matt","=""50.92""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
3083,"Grothe, Zane","=""50.92""","=""2017 Pro Swim - Atlanta""","=""5/5/2017"""
3084,"Hoover, Sam","=""50.92""","=""2021 NC  TAC TITANS LC Premier""","=""4/9/2021"""
3087,"Modrov, Drew","=""50.92""","=""2020 22nd Luxembourg Euro ""","=""1/26/2020"""
3088,"Modrov, Drew","=""50.92""","=""2017 Summer Nationals""","=""6/27/2017"""
3089,"Newkirk, Jeff","=""50.92""","=""2016 NT American Long Course""","=""7/28/2016"""
3093,"Walker, Jack","=""50.92""","=""2018 Summer Nationals""","=""7/25/2018"""
3094,"Walker, Jack","=""50.92""","=""2017 Summer Junior Nats""","=""8/9/2017"""
3097,"Carlson, Evan","=""50.93""","=""2019 CA MVN SMOC""","=""6/21/2019"""
3101,"Howard, Robert","=""50.93""","=""2016 GT Men's LC Collegiate In""","=""3/27/2016"""
3104,"Krueger, Daniel","=""50.93""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
3107,"Modrov, Drew","=""50.93""","=""2016 MR LIAC Speedo Long Island Challenge""","=""4/23/2016"""
3112,"Rooney, Maxime","=""50.93""","=""2018 Sectionals - Gainesville""","=""7/9/2018"""
3115,"Tapp, Hunter","=""50.93""","=""2020 Toyota Greensboro""","=""11/14/2020"""
3116,"Thibert, Mike","=""50.93""","=""2018 GU TAMU TSC LC Invite""","=""6/21/2018"""
3118,"Willenbring, Matt","=""50.93""","=""2019 ST TXLA 11&Over Long Course Kick Off""","=""4/28/2019"""
3122,"Benson, Andrew","=""50.94""","=""2018 NE SSA Senior Champs""","=""7/15/2018"""
3124,"Bowman, Luke","=""50.94""","=""2018 Sectionals - Austin""","=""7/12/2018"""
3125,"Carlson, Evan","=""50.94""","=""2018 Summer Nationals""","=""7/25/2018"""
3129,"Connolly, Alec","=""50.94""","=""2018 GA Bulldog Grand Slam""","=""7/8/2018"""
3131,"Dressel, Caeleb","=""50.94""","=""UF vs. AUB""","=""1/23/2016"""
3138,"Miller, Luke","=""50.94""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
3139,"Miller, Luke","=""50.94""","=""2019 Pro Series - Clovis""","=""6/15/2019"""
3144,"Thibert, Mike","=""50.94""","=""2019 Sectionals - Austin""","=""7/13/2019"""
3145,"Vera, Blaise","=""50.94""","=""2018 AM Eric Namesnik Memorial Sw""","=""7/8/2018"""
3147,"Andrew, Michael","=""50.95""","=""2015 Pro Series - Minneapolis ""","=""11/14/2015"""
3154,"Grevers, Matt","=""50.95""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
3158,"Tapp, Hunter","=""50.95""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
3160,"Austin, Matthew","=""50.96""","=""2021 NC  TAC TITANS LC Premier""","=""4/9/2021"""
3161,"Baker, Ryan","=""50.96""","=""2018 NC SwimMAC Ultraswim""","=""6/17/2018"""
3163,"Bybee, Cody","=""50.96""","=""2016 Summer Junior Nats""","=""8/9/2016"""
3164,"Carlson, Evan","=""50.96""","=""2019 AZ PSC Phoenix Summer Invite""","=""6/9/2019"""
3175,"Modrov, Drew","=""50.96""","=""2017 MR LIAC Long Island Challenge""","=""4/29/2017"""
3178,"Robrock, Kyle","=""50.96""","=""2016 Sectionals - Gresham""","=""7/20/2016"""
3179,"Rooney, Maxime","=""50.96""","=""2017 SN Summer SuperLeague LC ""","=""7/15/2017"""
3186,"Chaney, Adam","=""50.97""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3188,"Connolly, Alec","=""50.97""","=""2019 SE TNAQ June Invite""","=""6/14/2019"""
3191,"Franzman, Jack","=""50.97""","=""2018 Phillips 66 TT""","=""7/28/2018"""
3198,"Larson, Peter","=""50.97""","=""2018 WI LAKE Western Great Lak""","=""7/6/2018"""
3202,"Richardson, Steven","=""50.97""","=""2021 TYR Pro Swim Series - San""","=""3/4/2021"""
3204,"Schilling, Sam","=""50.97""","=""2018 IA L4A Swim PINK A+ Invit""","=""6/22/2018"""
3206,"Stewart, Coleman","=""50.97""","=""2018 NC SwimMAC Ultraswim""","=""6/17/2018"""
3211,"Wilburn, Cason","=""50.97""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
3212,"Benson, Andrew","=""50.98""","=""2018 Summer Nationals""","=""7/25/2018"""
3213,"Benson, Andrew","=""50.98""","=""2019 U.S. Open""","=""12/7/2019"""
3228,"Newkirk, Jeff","=""50.98""","=""2017 ST TXLA Speedo Southern Sectionals""","=""7/6/2017"""
3233,"Robrock, Kyle","=""50.98""","=""2016 U.S. Open""","=""8/2/2016"""
3236,"Sannem, Jake","=""50.98""","=""2019 ST TXLA Longhorn Long Course Invite""","=""1/17/2019"""
3237,"Sztolcman, Christian","=""50.98""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3245,"Bybee, Cody","=""50.99""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
3248,"Dolan, Jack","=""50.99""","=""2017 CA  Los Angeles Invite ""","=""7/14/2017"""
3250,"Franzman, Jack","=""50.99""","=""2017 Summer Nationals""","=""6/27/2017"""
3252,"Grevers, Matt","=""50.99""","=""2016 Pro Series - Orlando""","=""3/5/2016"""
3263,"Pieroni, Blake","=""50.99""","=""2016 IN IU visitbloomington.com Invite""","=""5/20/2016"""
3266,"Robrock, Kyle","=""50.99""","=""54th Annual Mel Zajac Jr. Inte""","=""5/28/2017"""
3267,"Rooney, Maxime","=""50.99""","=""2017 SN Summer SuperLeague LC ""","=""7/15/2017"""
3269,"Smith, Giles","=""50.99""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
3270,"Sztolcman, Christian","=""50.99""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3271,"Walker, Jack","=""50.99""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3281,"Grothe, Zane","=""51.00""","=""2016 Pro Series - Charlotte ""","=""5/15/2016"""
3290,"Modrov, Drew","=""51.00""","=""2016 MR LIAC Summer Time Classic Invitational""","=""6/4/2016"""
3291,"Murphy, Ryan","=""51.00""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
3292,"Novak, Jesse","=""51.00""","=""2019 U.S. Open""","=""12/7/2019"""
3298,"Tapp, Hunter","=""51.00""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
3320,"Willenbring, Matt","=""51.01""","=""2018 Summer Nationals""","=""7/25/2018"""
3321,"Willenbring, Matt","=""51.01""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
3326,"Bureau, Lucas","=""51.02""","=""2018 Winter Nationals""","=""12/1/2018"""
3331,"Marcoux, Philippe","=""51.02""","=""2019 Canadian Swimming Trials""","=""4/4/2019"""
3336,"Modrov, Drew","=""51.02""","=""2017 U.S. Open""","=""8/2/2017"""
3337,"Nguyen, Justin","=""51.02""","=""2019 CA Speedo Grand Challenge""","=""5/26/2019"""
3338,"Pinfold, Brett","=""51.02""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
3340,"Reid, Noah","=""51.02""","=""2019 CA MVN SMOC""","=""6/21/2019"""
3342,"Saunders, Max","=""51.02""","=""Art Adamson Invitational""","=""11/23/2019"""
3348,"Andrew, Michael","=""51.03""","=""2018 GA Atlanta Classic Swim Meet""","=""5/20/2018"""
3349,"Auchinachie, Cameron","=""51.03""","=""2019 CA MVN SMOC""","=""6/21/2019"""
3351,"Bureau, Lucas","=""51.03""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
3356,"Head, Jason","=""51.03""","=""2017 Sectionals - Athens""","=""7/16/2017"""
3357,"Kibler, Drew","=""51.03""","=""2017 IN IU Bucceto Open""","=""6/2/2017"""
3361,"Lynch, Justin","=""51.03""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
3372,"Bureau, Lucas","=""51.04""","=""2016 GT Men's LC Collegiate In""","=""3/27/2016"""
3378,"House, Grant","=""51.04""","=""2018 Pro Series - Columbus ""","=""7/6/2018"""
3381,"O'Haimhirgin, Liam","=""51.04""","=""Winter Jr. Nationals West LCM""","=""12/13/2015"""
3386,"Robrock, Kyle","=""51.04""","=""2019 Canadian Swimming Trials""","=""4/4/2019"""
3396,"Cecil, Robert","=""51.05""","=""2019 Futures - Greensboro ""","=""8/4/2019"""
3401,"Kibler, Drew","=""51.05""","=""2016 Pro Series - Indianapolis""","=""6/5/2016"""
3405,"Lynch, Justin","=""51.05""","=""2019 Mare Nostrum Monaco 2""","=""6/8/2019"""
3422,"Decoursey, Kyle","=""51.06""","=""2018 SE TNAQ June Invite""","=""6/15/2018"""
3423,"Foster, Carson","=""51.06""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
3431,"Lasco, Destin","=""51.06""","=""2019 PV LC Open Championships""","=""7/11/2019"""
3435,"Murphy, Ryan","=""51.06""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
3437,"Sannem, Jake","=""51.06""","=""2018 CA  Los Angeles Invite""","=""7/13/2018"""
3442,"Vera, Blaise","=""51.06""","=""2018 AM Eric Namesnik Memorial Sw""","=""7/8/2018"""
3443,"Austin, Matthew","=""51.07""","=""2017 Summer Nationals""","=""6/27/2017"""
3444,"Bureau, Lucas","=""51.07""","=""2016 Olympic Trials ""","=""6/29/2016"""
3448,"Craig, Cameron","=""51.07""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
3453,"Grothe, Zane","=""51.07""","=""2017 Pro Swim - Atlanta""","=""5/5/2017"""
3456,"Malone, Reed","=""51.07""","=""2019 Pro Series - Des Moines""","=""3/7/2019"""
3457,"Modrov, Drew","=""51.07""","=""2017 MR LIAC Long Island Challenge""","=""4/29/2017"""
3469,"Austin, Matthew","=""51.08""","=""2019 Mare Nostrum Monaco 2""","=""6/8/2019"""
3474,"Chaney, Adam","=""51.08""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
3481,"Hoover, Sam","=""51.08""","=""2021 NC  TAC TITANS LC Premier""","=""4/9/2021"""
3482,"Krueger, Daniel","=""51.08""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
3488,"Murphy, Ryan","=""51.08""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
3490,"O'Haimhirgin, Liam","=""51.08""","=""2019 Summer Nationals""","=""7/31/2019"""
3494,"Tapp, Hunter","=""51.08""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3499,"Bureau, Lucas","=""51.09""","=""2016 VA May HOKI Invitational""","=""5/7/2016"""
3503,"Haas, Townley","=""51.09""","=""2018 ST TXLA 11&Over End of School Splash""","=""5/19/2018"""
3509,"Krueger, Daniel","=""51.09""","=""2015 Pro Series - Minneapolis ""","=""11/14/2015"""
3510,"Lasco, Destin","=""51.09""","=""2017 Summer Junior Nats""","=""8/9/2017"""
3511,"Modrov, Drew","=""51.09""","=""2019 Pro Series - Knoxville""","=""1/12/2019"""
3513,"Richardson, Steven","=""51.09""","=""2018 Sectionals - Austin""","=""7/14/2018"""
3518,"Auchinachie, Cameron","=""51.10""","=""2019 Mel Zajac Jr. ""","=""5/26/2019"""
3519,"Baker, Ryan","=""51.10""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
3527,"Foster, Carson","=""51.10""","=""2018 OH OSSC Spring into Summe""","=""6/2/2018"""
3530,"Hill, Julian","=""51.10""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3532,"Miller, Luke","=""51.10""","=""2019 Pro Series - Clovis""","=""6/15/2019"""
3534,"Novak, Jesse","=""51.10""","=""2018 CA MVN Fran Crippen SMOC""","=""6/22/2018"""
3535,"Pinfold, Brett","=""51.10""","=""Texas Swimming & Diving Hall o""","=""12/6/2015"""
3537,"Robrock, Kyle","=""51.10""","=""2016 ST TXLA Longhorn Aquatics Elite Invite""","=""6/3/2016"""
3545,"Bureau, Lucas","=""51.11""","=""2019 Pro Series - Richmond""","=""4/13/2019"""
3555,"Kibler, Drew","=""51.11""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
3556,"Krueger, Daniel","=""51.11""","=""2017 Pro Swim - Santa Clara""","=""6/2/2017"""
3563,"Murphy, Ryan","=""51.11""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
3564,"Novak, Jesse","=""51.11""","=""2018 Pro Series - Austin ""","=""1/12/2018"""
3569,"Tittle, Mason","=""51.11""","=""2016 Olympic Trials ""","=""6/29/2016"""
3572,"Albiero, Nicolas","=""51.12""","=""2018 Pro Series - Indianapolis""","=""5/17/2018"""
3573,"Briggs, Nolan","=""51.12""","=""2019 Summer Nationals""","=""7/31/2019"""
3574,"Connolly, Alec","=""51.12""","=""2017 U.S. Open""","=""8/2/2017"""
3578,"Hill, Julian","=""51.12""","=""2020 Toyota Sarasota""","=""11/14/2020"""
3581,"Krueger, Daniel","=""51.12""","=""2016 NCSA Spring Championship""","=""3/18/2016"""
3582,"Lasco, Destin","=""51.12""","=""2020 Pro Series - Greensboro""","=""11/7/2019"""
3589,"Robrock, Kyle","=""51.12""","=""2017 U.S. Open""","=""8/2/2017"""
3599,"Armstrong, Jack","=""51.13""","=""2019 Sectionals - College Station""","=""3/1/2019"""
3602,"Bresette, Liam","=""51.13""","=""2019 CA MVN SMOC""","=""6/21/2019"""
3606,"Franzman, Jack","=""51.13""","=""2018 IN Indiana Senior State - LC""","=""7/20/2018"""
3607,"Grevers, Matt","=""51.13""","=""2021 TYR Pro Swim Series - Mis""","=""4/10/2021"""
3615,"Modrov, Drew","=""51.13""","=""2016 MR Senior Metropolitan Summer""","=""7/17/2016"""
3617,"Novak, Jesse","=""51.13""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
3620,"Tittle, Mason","=""51.13""","=""2019 U.S. Open""","=""12/7/2019"""
3624,"Bybee, Cody","=""51.14""","=""2016 Summer Junior Nats""","=""8/9/2016"""
3626,"Craig, Cameron","=""51.14""","=""2017 Pro Series - Mesa""","=""4/13/2017"""
3629,"Dolan, Jack","=""51.14""","=""2016 IN NCSA Summer Swimming Cham""","=""8/9/2016"""
3642,"Lile, Nathan","=""51.14""","=""2020 Pro Series - Des Moines""","=""3/5/2020"""
3643,"Lynch, Justin","=""51.14""","=""2019 Mare Nostrum Monaco 2""","=""6/8/2019"""
3646,"Newkirk, Jeff","=""51.14""","=""2018 ST TXLA 11&Over End of School Splash""","=""5/19/2018"""
3648,"Reid, Noah","=""51.14""","=""2019 CA MVN SMOC""","=""6/21/2019"""
3657,"Bybee, Cody","=""51.15""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
3669,"Hoffer, Ryan","=""51.15""","=""2016 AZ LC Senior State Championship""","=""7/31/2016"""
3670,"House, Grant","=""51.15""","=""2020 Pro Series - Knoxville""","=""1/19/2020"""
3678,"Molacek, Jacob","=""51.15""","=""2020 Sectional - Cary""","=""3/8/2020"""
3680,"Novak, Jesse","=""51.15""","=""2018 CA Speedo Grand Challenge""","=""5/27/2018"""
3692,"Bureau, Lucas","=""51.16""","=""2020 Toyota Greensboro""","=""11/14/2020"""
3693,"Carlson, Evan","=""51.16""","=""2017 OR Sectionals ""","=""7/20/2017"""
3703,"Head, Jason","=""51.16""","=""2019 Sectionals - Greensboro""","=""7/14/2019"""
3710,"Novak, Jesse","=""51.16""","=""2018 Pro Series - Atlanta ""","=""3/1/2018"""
3718,"Auchinachie, Cameron","=""51.17""","=""2018 Phillips 66 TT""","=""7/27/2018"""
3720,"Baker, Ryan","=""51.17""","=""2018 PV LC Senior Championships""","=""7/12/2018"""
3725,"Dolan, Jack","=""51.17""","=""2017 NCSA Summer Champs""","=""8/1/2017"""
3729,"Head, Jason","=""51.17""","=""2019 Sectionals - Greensboro""","=""7/14/2019"""
3740,"Vera, Blaise","=""51.17""","=""2017 Summer Junior Nats""","=""8/9/2017"""
3741,"Wright, River","=""51.17""","=""2019 Minnesota Aquatics LC ""","=""12/8/2019"""
3746,"Baker, Ryan","=""51.18""","=""2018 NC SwimMAC Ultraswim""","=""6/17/2018"""
3752,"Chaney, Adam","=""51.18""","=""2018 Summer Junior Nats""","=""8/1/2018"""
3760,"Murphy, Ryan","=""51.18""","=""2018 Pro Series - Mesa""","=""4/13/2018"""
3761,"Newkirk, Jeff","=""51.18""","=""2019 ST TXLA 11&O End of School Splash""","=""5/25/2019"""
3762,"Nguyen, Justin","=""51.18""","=""2017 CA SPEEDO GRAND CHALLENGE""","=""5/28/2017"""
3774,"Wilburn, Cason","=""51.18""","=""2019 FL TYR ISCA Jr Champions""","=""3/30/2019"""
3776,"Wright, Colin","=""51.18""","=""2020 Toyota Richmond""","=""11/14/2020"""
3778,"Baker, Ryan","=""51.19""","=""2019 PV LC Open Championships""","=""7/11/2019"""
3789,"Kibler, Drew","=""51.19""","=""2021 Pro Series - San Antonio""","=""1/17/2021"""
3790,"Lasco, Destin","=""51.19""","=""2019 U.S. Open""","=""12/7/2019"""
3792,"Lynch, Justin","=""51.19""","=""2018 Pro Series - Santa Clara ""","=""6/9/2018"""
3803,"Theall, Mark","=""51.19""","=""2019 GU TAMU LC TSC""","=""6/20/2019"""
3808,"Bailey, Seth","=""51.20""","=""2019 Summer Nationals""","=""7/31/2019"""
